orgao_sigla,entry_type,field,original,normalizado,method,score,variation_type
ANAC,delivery,eixo,iServiços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,alias,0.95,alias
ANAC,delivery,eixo,iServiços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,alias,0.95,alias
ANAC,delivery,eixo,iServiços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,alias,0.95,alias
ANAC,delivery,eixo,iServiços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,alias,0.95,alias
ANAC,delivery,eixo,iServiços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,alias,0.95,alias
ANAC,delivery,eixo,iServiços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,alias,0.95,alias
ANAC,delivery,eixo,iServiços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,alias,0.95,alias
ANAC,delivery,eixo,iServiços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,alias,0.95,alias
ANAC,delivery,eixo,iServiços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,alias,0.95,alias
ANAC,delivery,eixo,iServiços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,alias,0.95,alias
ANAC,delivery,eixo,iServiços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,alias,0.95,alias
MTUR,delivery,eixo,PSegurança e Privacidade,Segurança e Privacidade,alias,0.95,alias
MTUR,delivery,eixo,PSegurança e Privacidade,Segurança e Privacidade,alias,0.95,alias
MTUR,delivery,eixo,PSegurança e Privacidade,Segurança e Privacidade,alias,0.95,alias
MTUR,delivery,eixo,PSegurança e Privacidade,Segurança e Privacidade,alias,0.95,alias
MTUR,delivery,eixo,PSegurança e Privacidade,Segurança e Privacidade,alias,0.95,alias
MTUR,delivery,eixo,PSegurança e Privacidade,Segurança e Privacidade,alias,0.95,alias
MTUR,delivery,eixo,PSegurança e Privacidade,Segurança e Privacidade,alias,0.95,alias
PGFN,delivery,eixo,Governaça e Gestão de Dados,Governança e Gestão de Dados,alias,0.95,alias
PGFN,delivery,eixo,Governaça e Gestão de Dados,Governança e Gestão de Dados,alias,0.95,alias
PGFN,delivery,eixo,Governaça e Gestão de Dados,Governança e Gestão de Dados,alias,0.95,alias
PGFN,delivery,eixo,Governaça e Gestão de Dados,Governança e Gestão de Dados,alias,0.95,alias
ANAC,delivery,eixo,iviços Digitais e Melhoria da Qualid,Serviços Digitais e Melhoria da Qualidade,fuzzy_high,0.909,aproximado
ANAC,delivery,eixo,iviços Digitais e Melhoria da Qualid,Serviços Digitais e Melhoria da Qualidade,fuzzy_high,0.909,aproximado
ANAC,delivery,eixo,iviços Digitais e Melhoria da Qualid,Serviços Digitais e Melhoria da Qualidade,fuzzy_high,0.909,aproximado
ANAC,delivery,eixo,iviços Digitais e Melhoria da Qualid,Serviços Digitais e Melhoria da Qualidade,fuzzy_high,0.909,aproximado
ANAC,delivery,eixo,iviços Digitais e Melhoria da Qualid,Serviços Digitais e Melhoria da Qualidade,fuzzy_high,0.909,aproximado
ANAC,delivery,eixo,iviços Digitais e Melhoria da Qualid,Serviços Digitais e Melhoria da Qualidade,fuzzy_high,0.909,aproximado
ANAC,delivery,eixo,iviços Digitais e Melhoria da Qualid,Serviços Digitais e Melhoria da Qualidade,fuzzy_high,0.909,aproximado
ANAC,delivery,eixo,iviços Digitais e Melhoria da Qualid,Serviços Digitais e Melhoria da Qualidade,fuzzy_high,0.909,aproximado
ANAC,delivery,eixo,iviços Digitais e Melhoria da Qualid,Serviços Digitais e Melhoria da Qualidade,fuzzy_high,0.909,aproximado
ANAC,delivery,eixo,iviços Digitais e Melhoria da Qualid,Serviços Digitais e Melhoria da Qualidade,fuzzy_high,0.909,aproximado
ANAC,delivery,eixo,iviços Digitais e Melhoria da Qualid,Serviços Digitais e Melhoria da Qualidade,fuzzy_high,0.909,aproximado
ANAC,delivery,eixo,iviços Digitais e Melhoria da Qualid,Serviços Digitais e Melhoria da Qualidade,fuzzy_high,0.909,aproximado
ANAC,delivery,eixo,iviços Digitais e Melhoria da Qualid,Serviços Digitais e Melhoria da Qualidade,fuzzy_high,0.909,aproximado
ANAC,delivery,eixo,iviços Digitais e Melhoria da Qualid,Serviços Digitais e Melhoria da Qualidade,fuzzy_high,0.909,aproximado
ANAC,delivery,eixo,iviços Digitais e Melhoria da Qualid,Serviços Digitais e Melhoria da Qualidade,fuzzy_high,0.909,aproximado
ANAC,delivery,eixo,iviços Digitais e Melhoria da Qualid,Serviços Digitais e Melhoria da Qualidade,fuzzy_high,0.909,aproximado
ANAC,delivery,eixo,iviços Digitais e Melhoria da Qualid,Serviços Digitais e Melhoria da Qualidade,fuzzy_high,0.909,aproximado
ANAC,delivery,eixo,iviços Digitais e Melhoria da Qualid,Serviços Digitais e Melhoria da Qualidade,fuzzy_high,0.909,aproximado
ABIN,delivery,eixo,,Projetos Especiais,unmatched,0.0,imputado
ABIN,delivery,eixo,,Projetos Especiais,unmatched,0.0,imputado
ABIN,delivery,eixo,,Projetos Especiais,unmatched,0.0,imputado
ABIN,delivery,eixo,,Projetos Especiais,unmatched,0.0,imputado
ABIN,delivery,eixo,,Projetos Especiais,unmatched,0.0,imputado
ABIN,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ABIN,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ABIN,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ABIN,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ABIN,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ABIN,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ABIN,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ABIN,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANA,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANEEL,delivery,eixo,,Segurança e Privacidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Governança e Gestão de Dados,unmatched,0.0,imputado
ANM,delivery,eixo,,Segurança e Privacidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Segurança e Privacidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Segurança e Privacidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Segurança e Privacidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Segurança e Privacidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Segurança e Privacidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Segurança e Privacidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Segurança e Privacidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ANM,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
