orgao_sigla,entry_type,field,original,normalizado,method,score,variation_type
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Governança e Gestão de Dados,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Segurança e Privacidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Segurança e Privacidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Segurança e Privacidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Segurança e Privacidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Segurança e Privacidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Segurança e Privacidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Segurança e Privacidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Segurança e Privacidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Segurança e Privacidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Segurança e Privacidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Segurança e Privacidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Segurança e Privacidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Segurança e Privacidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Segurança e Privacidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PREVIC,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PRF,delivery,eixo,,Segurança e Privacidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Segurança e Privacidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Segurança e Privacidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Segurança e Privacidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Serviços Digitais e Melhoria da Qualidade,unmatched,0.0,imputado
PRF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PRF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PRF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PRF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PRF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PRF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PRF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PRF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PRF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PRF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PRF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PRF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PRF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PRF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PRF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PRF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PRF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PRF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PRF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PRF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PRF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PRF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PRF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PRF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PRF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PRF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PRF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PRF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PRF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PRF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PRF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
PRF,delivery,eixo,,Unificação de Canais Digitais,unmatched,0.0,imputado
ABIN,delivery,produto,Integração ao Login Único,Integração ao Login Único,alias,0.98,alias
ABIN,delivery,produto,Integração ao Login Único,Integração ao Login Único,alias,0.98,alias
AEB,delivery,produto,Integração ao Login Único,Integração ao Login Único,alias,0.98,alias
